City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Osakarovka,KZ,50.565,72.5692,8.42,67,100,9.62,overcast clouds
343,Murray Bridge,AU,-35.1167,139.2667,58.48,61,0,10.89,clear sky
344,Butembo,CD,0.15,29.2833,56.77,95,48,3.31,scattered clouds
345,Port Blair,IN,11.6667,92.75,81.46,84,92,10.8,overcast clouds
346,Hornepayne,CA,49.2138,-84.7705,34.81,80,100,11.61,overcast clouds
347,Kvarkeno,RU,52.0833,59.725,21.6,87,99,16.82,overcast clouds
348,San Quintin,MX,30.4833,-115.95,64.47,73,100,12.06,overcast clouds
349,Hohhot,CN,40.8106,111.6522,23.29,58,56,15.66,broken clouds
350,Nanakuli,US,21.3906,-158.1547,84.15,58,1,10.36,clear sky
351,Carutapera,BR,-1.195,-46.02,79.9,80,11,8.97,few clouds
352,Talara,PE,-4.5772,-81.2719,72.36,73,0,17.27,clear sky
353,Nyuksenitsa,RU,60.4128,44.2397,27.43,97,100,4.68,light snow
354,Visavadar,IN,21.3833,70.6833,77.13,61,40,8.28,scattered clouds
355,Murchison,NZ,-41.8,172.3333,54.3,78,100,2.84,moderate rain
356,Mackay,AU,-21.15,149.2,77.68,78,40,5.75,scattered clouds
357,Bukachacha,RU,52.9833,116.9167,9.28,96,97,2.1,overcast clouds
358,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,73,20,5.01,volcanic ash
359,Olga,RU,43.7444,135.2892,28.47,73,44,5.68,scattered clouds
360,Saint-Augustin,CA,51.226,-58.6502,28.99,59,11,14.25,few clouds
361,Makaleng,BW,-20.9,27.2833,68.05,79,87,12.1,light rain
362,Waitara,NZ,-38.925,174.25,63.72,75,100,14.94,overcast clouds
363,Necochea,AR,-38.5473,-58.7368,82.76,30,17,8.05,few clouds
364,Kankakee,US,41.15,-87.8667,51.8,58,1,8.05,clear sky
365,Kutum,SD,14.2,24.6667,64.04,29,0,8.77,clear sky
366,The Valley,AI,18.217,-63.0578,80.74,74,40,5.75,scattered clouds
367,Crotone,IT,39.0851,17.1178,57.15,76,0,3.44,clear sky
368,Urengoy,RU,65.9667,78.3667,-0.44,94,100,18.05,overcast clouds
369,Talnakh,RU,69.4865,88.3972,-19.12,93,30,9.35,scattered clouds
370,Yerofey Pavlovich,RU,53.9667,121.9667,7.43,90,100,2.37,overcast clouds
371,Pimentel,PE,-6.8367,-79.9342,70.09,68,20,21.85,few clouds
372,Myitkyina,MM,25.3833,97.4,61.02,79,6,2.3,clear sky
373,Nyimba,ZM,-14.5566,30.8149,78.93,53,100,3.18,overcast clouds
374,Sinnai,IT,39.3042,9.2036,57.72,89,0,5.75,mist
375,Rae Bareli,IN,26.2167,81.2333,62.73,63,4,6.15,clear sky
376,Muros,ES,42.7762,-9.0603,59.85,91,49,6.22,scattered clouds
377,Koumac,NC,-20.5667,164.2833,78.22,64,38,7.9,scattered clouds
378,Koungheul,SN,13.9833,-14.8,87.82,17,1,6.96,clear sky
379,Saint George,US,37.1041,-113.5841,69.64,25,1,1.01,clear sky
380,Bar Harbor,US,44.3876,-68.2039,40.01,58,1,3.0,clear sky
381,Taoudenni,ML,22.6783,-3.9836,79.34,29,59,9.62,broken clouds
382,Ihosy,MG,-22.4,46.1167,69.3,85,28,6.93,scattered clouds
383,Kizukuri,JP,40.8061,140.3861,41.11,80,85,4.99,overcast clouds
384,Svetlogorsk,BY,52.6333,29.7333,40.8,82,71,11.81,broken clouds
385,Chany,RU,55.3121,76.7647,17.04,84,100,12.86,overcast clouds
386,Huazhou,CN,21.6333,110.5833,72.97,82,74,11.88,broken clouds
387,Half Moon Bay,US,37.4636,-122.4286,70.2,54,1,4.0,clear sky
388,Haines Junction,CA,60.7522,-137.5108,-27.45,75,100,0.0,overcast clouds
389,Kefamenanu,ID,-9.4467,124.4781,75.27,88,87,1.83,overcast clouds
390,Ancud,CL,-41.8697,-73.8203,63.93,81,97,10.13,overcast clouds
391,Teya,RU,60.3778,92.6267,-3.06,95,100,2.8,overcast clouds
392,Ulaanbaatar,MN,47.9077,106.8832,5.13,78,75,11.18,broken clouds
393,Middlebury,US,44.0153,-73.1673,40.77,60,1,3.44,clear sky
394,Kalmunai,LK,7.4167,81.8167,77.23,86,54,4.76,broken clouds
395,Prescot,GB,53.4295,-2.8003,49.35,84,40,11.5,scattered clouds
396,Eenhana,NA,-17.4667,16.3333,74.1,56,68,9.53,broken clouds
397,Belgrade,RS,44.804,20.4651,48.54,78,75,1.01,broken clouds
398,Srednekolymsk,RU,67.45,153.6833,-21.12,100,75,4.45,broken clouds
399,Sturgis,US,41.7992,-85.4192,45.43,37,1,4.61,clear sky
400,Shitkino,RU,56.3703,98.3543,10.29,93,100,4.76,overcast clouds
401,Chardara,KZ,41.2547,67.9692,43.16,43,6,8.66,clear sky
402,Valentin Gomez Farias,MX,28.2167,-106.5833,74.59,21,73,6.87,broken clouds
403,Pochutla,MX,15.7432,-96.4661,89.42,61,0,6.89,clear sky
404,Muzhi,RU,65.3667,64.6667,9.91,98,100,2.62,overcast clouds
405,Vila Do Maio,CV,15.1333,-23.2167,77.79,76,88,11.01,overcast clouds
406,Juneau,US,58.3019,-134.4197,25.21,86,90,18.41,snow
407,Kathu,TH,7.9178,98.3332,83.7,99,100,7.38,overcast clouds
408,Qui Nhon,VN,13.7667,109.2333,74.68,84,100,5.68,overcast clouds
409,Tiznit,MA,29.5833,-9.5,60.22,69,13,1.25,few clouds
410,Eureka,US,40.8021,-124.1637,64.13,68,0,3.0,clear sky
411,Nelson Bay,AU,-32.7167,152.15,64.11,95,100,1.01,light rain
412,Mounana,GA,-1.4085,13.1586,69.51,98,100,2.06,overcast clouds
413,Male,MV,4.1748,73.5089,82.35,83,75,17.27,broken clouds
414,Jardim,BR,-21.4803,-56.1381,80.2,57,17,4.25,few clouds
415,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,65,75,15.66,light rain
416,Coahuayana,MX,18.7333,-103.6833,96.28,40,49,4.97,scattered clouds
417,Broken Hill,AU,-31.95,141.4333,53.31,87,90,14.97,overcast clouds
418,Ondangwa,NA,-17.9167,15.95,81.93,17,62,7.18,broken clouds
419,Sorong,ID,-0.8833,131.25,79.57,83,100,3.6,overcast clouds
420,Siemiatycze,PL,52.4272,22.8623,50.25,84,99,18.66,overcast clouds
421,Teruel,ES,40.6667,-0.6667,46.36,85,99,1.21,overcast clouds
422,Itoman,JP,26.1247,127.6694,74.17,80,75,9.22,broken clouds
423,Monrovia,LR,6.3005,-10.7969,76.77,80,62,6.71,broken clouds
424,Sept-Iles,CA,50.2001,-66.3821,33.06,66,40,5.01,scattered clouds
425,Miles City,US,46.4083,-105.8406,50.5,57,1,10.36,clear sky
426,Walvis Bay,NA,-22.9575,14.5053,60.1,82,6,6.91,clear sky
427,Mujiayingzi,CN,42.1167,118.7833,24.17,88,84,2.08,broken clouds
428,Cayenne,GF,4.9333,-52.3333,81.09,82,0,2.3,clear sky
429,Caceres,ES,39.522,-6.3748,52.81,89,97,5.75,overcast clouds
430,Wencheng,CN,33.0559,113.7978,51.39,65,100,11.77,overcast clouds
431,Beringovskiy,RU,63.05,179.3167,-2.02,93,42,7.81,scattered clouds
432,Swindon,GB,51.558,-1.7812,49.05,89,90,1.01,overcast clouds
433,Horsham,GB,51.064,-0.3272,49.59,87,75,2.3,broken clouds
434,Kalia,BD,23.0396,89.6328,68.95,67,11,1.81,few clouds
435,Balkhash,KZ,46.844,74.9804,20.71,78,89,15.26,overcast clouds
436,Flinders,AU,-34.5833,150.8552,60.21,94,100,5.01,light rain
437,Viedma,AR,-40.8135,-62.9967,84.72,18,9,6.42,clear sky
438,Cherskiy,RU,68.75,161.3,-18.78,95,94,0.81,overcast clouds
439,Prince Rupert,CA,54.3161,-130.3201,44.29,90,90,11.5,moderate rain
440,Dhidhdhoo,MV,6.8833,73.1,81.1,69,31,14.92,scattered clouds
441,High Level,CA,58.5169,-117.136,5.11,72,1,0.0,clear sky
442,Kirillov,RU,59.863,38.3813,31.93,90,97,8.23,overcast clouds
443,Uhlove,UA,44.8215,33.6045,53.56,72,97,12.03,overcast clouds
444,Mao,ES,39.8885,4.2658,61.36,88,20,6.91,few clouds
445,Inhambane,MZ,-23.865,35.3833,73.74,75,99,10.69,overcast clouds
446,Kailua,US,21.4022,-157.7394,84.18,65,92,10.04,overcast clouds
447,Aklavik,CA,68.2191,-135.0107,5.0,85,90,3.44,light snow
448,Gazojak,TM,41.1875,61.4036,38.84,48,7,4.07,clear sky
449,Quepos,CR,9.4236,-84.1652,87.94,78,64,2.98,broken clouds
450,Sioux Lookout,CA,50.1001,-91.917,32.38,74,20,9.22,few clouds
451,Dalbandin,PK,28.8947,64.4101,51.76,29,0,4.59,clear sky
452,Laguna,US,38.421,-121.4238,70.65,57,1,1.99,clear sky
453,Beira,MZ,-19.8436,34.8389,82.49,78,75,13.8,broken clouds
454,Tomatlan,MX,19.9333,-105.25,90.27,37,4,5.5,clear sky
455,Trelew,AR,-43.249,-65.3051,80.28,26,59,32.48,broken clouds
456,General Pico,AR,-35.6566,-63.7568,92.03,20,3,7.56,clear sky
457,Miguel Auza,MX,24.2933,-103.4503,71.02,28,2,2.98,clear sky
458,Angoche,MZ,-16.2325,39.9086,76.6,90,4,6.33,clear sky
459,Buin,CL,-33.7333,-70.75,88.12,30,0,9.42,clear sky
460,Araceli,PH,10.5529,119.9913,82.29,80,22,11.16,few clouds
461,Caldwell,US,43.6629,-116.6874,50.14,59,1,13.8,clear sky
462,Ust-Barguzin,RU,53.45,108.9833,14.02,83,100,2.17,overcast clouds
463,Portsmouth,GB,50.799,-1.0913,51.12,92,76,1.01,broken clouds
464,Dourados,BR,-22.2211,-54.8056,77.59,69,50,5.12,scattered clouds
465,Mahon,ES,39.8885,4.2658,61.36,88,20,6.91,few clouds
466,Tshikapa,CD,-6.4167,20.8,70.27,94,97,3.0,moderate rain
467,Auki,SB,-8.7676,160.7034,83.35,67,99,1.57,overcast clouds
468,Aden,YE,12.7794,45.0367,80.44,59,49,10.29,scattered clouds
469,Harper,LR,4.375,-7.7169,79.52,87,6,7.81,light rain
470,Mizan Teferi,ET,6.9833,35.5833,63.09,75,95,2.57,overcast clouds
471,Hamilton,US,39.1834,-84.5333,52.12,52,90,4.61,overcast clouds
472,Port Shepstone,ZA,-30.7414,30.455,65.25,86,100,9.1,light rain
473,Kirovsk,UA,48.6375,38.6428,41.56,67,88,19.6,overcast clouds
474,Saint-Andre-Avellin,CA,45.7168,-75.066,36.72,71,100,5.26,overcast clouds
475,Great Yarmouth,GB,52.6083,1.7305,50.23,82,69,13.53,broken clouds
476,Bama,NG,11.5221,13.6856,76.86,26,1,6.04,clear sky
477,Novoagansk,RU,61.9449,76.6625,18.37,95,100,10.02,light snow
478,Bilibino,RU,68.0546,166.4372,-15.88,81,24,3.89,few clouds
479,Impfondo,CG,1.6381,18.0667,71.01,96,44,2.57,scattered clouds
480,Nuristan,AF,35.3,70.8333,18.54,32,0,10.0,clear sky
481,Tukrah,LY,32.5341,20.5791,64.65,74,76,10.8,broken clouds
482,Lazaro Cardenas,MX,17.9583,-102.2,83.62,59,5,7.61,clear sky
483,Panalingaan,PH,8.7842,117.4231,78.73,84,23,1.68,few clouds
484,Abu Samrah,SY,35.3029,37.1841,54.09,85,95,14.99,overcast clouds
485,Kargasok,RU,59.0556,80.8572,19.76,90,100,11.99,overcast clouds
486,Moron,AR,-34.6534,-58.6198,91.94,58,7,3.0,clear sky
487,Findlay,US,41.0442,-83.6499,45.25,57,90,8.05,overcast clouds
488,Rawlins,US,41.7911,-107.2387,44.49,41,20,16.11,few clouds
489,Taguatinga,BR,-12.3857,-46.5711,76.19,78,68,1.95,broken clouds
490,Morris,US,40.8334,-74.5329,43.21,60,40,1.01,scattered clouds
491,Nampa,US,43.5407,-116.5635,49.14,62,1,8.05,clear sky
492,Bouloupari,NC,-21.8667,166.05,76.91,81,92,5.53,overcast clouds
493,Saint-Joseph,RE,-21.3667,55.6167,73.76,73,6,2.46,clear sky
494,Kuching,MY,1.55,110.3333,75.42,94,40,0.0,scattered clouds
495,Lleida,ES,41.6167,0.6167,54.09,83,0,2.3,clear sky
496,Aswan,EG,24.0934,32.907,67.3,37,0,4.61,clear sky
497,Benguela,AO,-12.5763,13.4055,76.08,79,100,3.09,overcast clouds
498,Mecca,SA,21.4267,39.8261,74.23,56,59,5.95,broken clouds
499,Kiunga,PG,-6.1219,141.2906,75.6,96,99,1.19,overcast clouds
500,Mayo,US,38.8876,-76.5119,47.3,60,1,4.0,clear sky
501,Gizo,SB,-8.103,156.8419,82.92,68,9,3.74,clear sky
502,Vardo,NO,70.3705,31.1107,31.82,63,92,28.7,light snow
503,Asosa,ET,10.0667,34.5333,63.91,44,24,5.08,few clouds
504,Numan,NG,9.4667,12.0333,81.77,24,26,2.17,scattered clouds
505,Sobolevo,RU,54.4299,31.8996,37.26,79,100,15.59,overcast clouds
506,Dudinka,RU,69.4058,86.1778,-13.7,89,32,9.66,scattered clouds
507,Touros,BR,-5.1989,-35.4608,81.5,74,97,12.5,overcast clouds
508,Nipawin,CA,53.3668,-104.0009,23.04,93,90,18.41,light snow
509,Alexandria,EG,31.2156,29.9553,59.54,88,40,6.91,thunderstorm
510,Priargunsk,RU,50.3691,119.1012,13.14,92,100,4.97,overcast clouds
511,Olutanga,PH,7.3106,122.8464,82.65,74,96,2.73,light rain
512,Palana,RU,59.1167,159.9667,24.8,68,91,22.46,overcast clouds
513,Constitucion,CL,-35.3333,-72.4167,62.44,72,25,11.81,scattered clouds
514,Vaitape,PF,-16.5167,-151.75,80.64,74,29,18.01,scattered clouds
515,Sassandra,CI,4.95,-6.0833,78.91,90,12,5.08,light rain
516,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.76,80,18,11.9,few clouds
517,Kingston,JM,17.997,-76.7936,83.35,75,20,1.01,light rain
518,Havre-Saint-Pierre,CA,50.2334,-63.5986,34.39,59,1,8.05,clear sky
519,Santa Rosa,PH,14.3122,121.1114,78.78,94,99,7.18,overcast clouds
520,Oriximina,BR,-1.7656,-55.8661,76.78,89,100,6.49,overcast clouds
521,Yaviza,PA,8.1537,-77.6931,78.57,95,87,1.68,overcast clouds
522,Hazorasp,UZ,41.3194,61.0742,28.24,49,6,4.68,clear sky
523,Usinsk,RU,65.9939,57.5281,19.49,93,99,11.63,overcast clouds
524,Sovetskiy,RU,61.3614,63.5842,25.39,97,100,6.78,light snow
525,Mgandu,TZ,-5.95,34.1333,70.63,36,92,8.99,overcast clouds
526,Hami,CN,42.8,93.45,25.38,44,0,7.43,clear sky
527,Lafia,NG,8.4833,8.5167,80.24,44,85,1.25,overcast clouds
528,Piney Green,US,34.716,-77.3202,59.18,72,80,6.33,broken clouds
529,Kettering,US,39.6895,-84.1688,51.04,54,90,1.99,overcast clouds
530,Iquique,CL,-20.2208,-70.1431,66.24,72,39,5.23,scattered clouds
531,Barra,BR,-11.0894,-43.1417,82.04,53,77,5.37,broken clouds
532,Enid,US,36.3956,-97.8784,67.14,45,20,3.0,few clouds
533,Pierre,US,44.3683,-100.351,45.86,41,90,1.99,overcast clouds
534,Somerset,US,40.5668,-74.5496,46.71,58,1,1.99,clear sky
535,Jiaojiang,CN,28.6803,121.4428,60.01,88,52,2.84,broken clouds
536,Griffith,US,41.5284,-87.4237,51.62,54,1,1.01,clear sky
537,Mosetse,BW,-20.75,26.65,71.42,70,54,11.7,light rain
538,Ivanivka,UA,46.7208,34.553,44.87,70,97,11.52,overcast clouds
539,Salta,AR,-24.7859,-65.4117,84.49,38,40,4.0,scattered clouds
540,Bhawanipatna,IN,19.9,83.1667,72.01,95,13,3.24,few clouds
541,La Ligua,CL,-32.4524,-71.2311,56.98,57,0,7.56,clear sky
542,Kloulklubed,PW,7.0419,134.2556,84.94,74,99,11.65,overcast clouds
543,Tazovskiy,RU,67.4667,78.7,-3.62,93,100,20.8,overcast clouds
544,Paoua,CF,7.2427,16.4406,75.63,39,46,0.85,scattered clouds
545,Big Spring,US,32.2504,-101.4787,82.11,24,1,4.0,clear sky
546,Pallavaram,IN,12.9761,80.1836,76.91,94,75,2.3,mist
547,Mangan,IN,27.5167,88.5333,62.51,84,73,1.59,broken clouds
548,Lucapa,AO,-8.4192,20.7447,65.12,96,79,2.39,light rain
549,Okhotsk,RU,59.3833,143.3,7.09,79,100,19.39,overcast clouds
550,Havre,FR,49.5833,0.3333,46.17,100,90,5.75,drizzle
551,Tymovskoye,RU,50.8456,142.655,21.16,95,99,2.98,light snow
552,Labuhan,ID,-6.8844,112.2051,78.28,85,100,4.34,overcast clouds
553,Itaituba,BR,-4.2761,-55.9836,77.16,94,20,0.0,few clouds
554,Seymchan,RU,62.8833,152.4333,-7.74,97,98,4.41,overcast clouds
555,Shestakovo,RU,56.4915,103.96,-6.68,99,15,2.71,few clouds
556,Wuwei,CN,37.9281,102.6414,21.56,74,14,5.01,few clouds
557,Jieshi,CN,22.8134,115.8257,71.94,83,100,12.62,overcast clouds
558,Anadyr,RU,64.75,177.4833,-14.01,75,0,8.95,clear sky
559,Kysyl-Syr,RU,63.8986,122.7617,-20.36,99,93,1.39,overcast clouds
560,Bulawayo,ZW,-20.15,28.5833,64.38,80,100,9.37,light rain
561,Santa Cruz,BO,-17.8,-63.1667,89.65,43,20,5.75,few clouds
562,Teodoro Sampaio,BR,-22.5325,-52.1675,75.51,71,77,2.15,broken clouds
563,Lethem,GY,3.3803,-59.7968,84.33,64,99,9.8,light rain
564,Yerbogachen,RU,61.2767,108.0108,-0.26,97,100,2.3,overcast clouds
565,Rawson,AR,-43.3002,-65.1023,76.75,32,59,27.31,broken clouds
566,Canutama,BR,-6.5339,-64.3831,75.18,96,96,2.35,overcast clouds
567,Tripoli,LY,32.8752,13.1875,65.97,66,88,6.93,overcast clouds
568,Pedro Ii,BR,-4.4247,-41.4586,86.11,31,34,3.8,scattered clouds
569,Namatanai,PG,-3.6667,152.4333,79.32,84,80,10.71,moderate rain
570,Moctezuma,MX,29.8,-109.6667,83.05,20,82,9.31,broken clouds
571,Itarema,BR,-2.9248,-39.9167,81.21,77,91,18.14,overcast clouds
572,Mufulira,ZM,-12.5498,28.2407,66.54,82,84,3.69,broken clouds
573,Methven,NZ,-43.6333,171.65,60.03,58,91,7.0,light rain
574,Chara,RU,56.9064,118.2631,0.14,98,100,0.43,overcast clouds
575,Faya,SA,18.3851,42.4509,55.51,59,0,3.53,clear sky
576,Sabzevar,IR,36.2126,57.6819,42.24,34,41,0.94,scattered clouds
577,Grand-Santi,GF,4.25,-54.3833,79.81,70,100,2.26,light rain
578,West Plains,US,36.7281,-91.8524,58.68,44,90,1.01,overcast clouds
579,Bestobe,KZ,52.4994,73.0975,17.08,69,99,10.85,overcast clouds
580,Miami,US,25.7743,-80.1937,78.82,86,90,5.01,overcast clouds
581,Kaitangata,NZ,-46.2817,169.8464,60.31,66,100,3.8,moderate rain
582,Tuyen Quang,VN,21.8233,105.2181,70.99,99,100,1.36,overcast clouds
583,Charters Towers,AU,-20.1,146.2667,75.85,57,3,12.97,clear sky
584,Ust-Maya,RU,60.4167,134.5333,-27.69,100,94,0.45,overcast clouds
585,Gushikawa,JP,26.3544,127.8686,73.4,76,75,12.66,broken clouds
586,Skjervoy,NO,70.0311,20.9714,32.92,78,92,22.41,light snow
587,Cootamundra,AU,-34.65,148.0333,58.95,87,100,14.43,light rain
588,Bethanien,NA,-26.502,17.1583,69.19,31,7,6.49,clear sky
589,Kiruna,SE,67.8557,20.2251,18.52,93,28,5.75,scattered clouds
590,Paranapanema,BR,-23.3886,-48.7228,64.85,79,66,14.09,broken clouds
591,Nhulunbuy,AU,-12.2333,136.7667,83.01,78,16,5.75,few clouds
592,Marica,BR,-22.9194,-42.8186,74.26,82,92,9.55,overcast clouds
593,Pitimbu,BR,-7.4706,-34.8086,81.19,76,100,11.39,overcast clouds
594,Guiglo,CI,6.5456,-7.4966,75.18,81,3,2.86,clear sky
595,Lagoa,PT,39.05,-27.9833,64.67,75,98,23.87,overcast clouds
596,Palmas Bellas,PA,9.2319,-80.0867,81.25,85,88,6.33,overcast clouds
597,Port Hardy,CA,50.6996,-127.4199,44.78,93,90,4.61,light rain
598,Meulaboh,ID,4.1363,96.1285,75.61,93,100,2.73,moderate rain
599,Vanavara,RU,60.34,102.2797,-14.69,100,95,2.57,overcast clouds
600,Beidao,CN,34.5686,105.8933,35.76,48,100,4.32,overcast clouds
601,Tevaitoa,PF,-16.7833,-151.5,80.13,75,49,17.74,scattered clouds
602,Ngunguru,NZ,-35.6167,174.5,72.16,83,28,8.63,scattered clouds
603,Mishan,CN,45.55,131.8833,20.66,89,15,2.91,few clouds
604,Daru,PG,-9.0763,143.2092,80.8,85,75,15.1,broken clouds
605,Bud,US,39.447,-86.1758,51.89,62,76,6.71,broken clouds
606,Dong Hoi,VN,17.4833,106.6,74.12,94,56,3.36,broken clouds
607,Esmeraldas,BR,-19.7625,-44.3139,73.71,93,100,6.49,overcast clouds
608,Rapid Valley,US,44.0625,-103.1463,47.8,53,90,1.01,overcast clouds
609,Calabozo,VE,8.9242,-67.4293,87.91,46,82,9.8,broken clouds
610,Lakhdenpokhya,RU,61.5198,30.1992,31.82,80,99,8.99,light snow
611,Taunggyi,MM,20.7833,97.0333,52.39,88,15,1.28,few clouds
612,Pitkyaranta,RU,61.5734,31.4792,29.95,86,73,11.34,broken clouds
613,Filingue,NE,14.3521,3.3168,82.99,16,2,9.89,clear sky
614,Valparaiso,CL,-33.0393,-71.6273,66.43,70,0,9.22,clear sky
615,Pontianak,ID,-0.0333,109.3333,75.18,100,100,1.14,overcast clouds
616,Jackson,US,42.4165,-122.8345,54.64,76,90,0.0,overcast clouds
617,San Cristobal,VE,7.7669,-72.225,78.98,71,92,0.56,overcast clouds
618,Gimli,CA,50.6336,-96.9907,30.43,74,56,9.22,broken clouds
619,Clearwater,US,27.9659,-82.8001,74.91,77,90,11.99,overcast clouds
620,Old Town,CZ,50.087,14.4202,47.3,79,75,4.0,broken clouds
621,Palmares Do Sul,BR,-30.2578,-50.5097,65.77,67,0,12.46,clear sky
622,Pervomayskoye,RU,43.919,46.7102,42.98,76,79,7.25,broken clouds
623,Lakes Entrance,AU,-37.8811,147.981,54.57,76,69,4.45,broken clouds
624,Verkhoyansk,RU,67.5447,133.385,-22.02,99,95,3.51,overcast clouds
625,Skelleftea,SE,64.7507,20.9528,28.76,69,90,5.75,light snow
626,Conceicao Do Araguaia,BR,-8.2578,-49.2647,77.86,83,7,3.0,moderate rain
627,Asau,RO,46.4333,26.4,42.96,64,36,6.38,scattered clouds
628,Progreso,MX,21.2833,-89.6667,82.51,82,100,13.38,overcast clouds
629,Riyadh,SA,24.6877,46.7219,75.34,35,0,7.63,clear sky
630,Samarai,PG,-10.6167,150.6667,81.66,80,30,11.03,scattered clouds
631,Phan Thiet,VN,10.9333,108.1,74.8,88,77,4.21,broken clouds
632,Konongo,GH,6.6167,-1.2167,74.73,92,8,3.24,clear sky
633,Waingapu,ID,-9.6567,120.2641,82.08,74,100,1.5,overcast clouds
634,Wakkanai,JP,45.4094,141.6739,36.99,66,96,3.76,overcast clouds
635,Sibolga,ID,1.7427,98.7792,77.05,88,98,1.57,overcast clouds
636,Ayorou,NE,14.7308,0.9174,82.42,14,10,10.87,clear sky
637,Matias Barbosa,BR,-21.8692,-43.3194,68.65,93,99,5.95,overcast clouds
638,Iralaya,HN,15.0,-83.2333,82.49,72,97,10.29,overcast clouds
639,Svetlyy,RU,54.675,20.1347,50.05,87,98,24.7,overcast clouds
640,Neuquen,AR,-38.9516,-68.0591,91.29,17,0,6.91,clear sky
641,Raglan,NZ,-37.8,174.8833,73.09,62,28,6.76,scattered clouds
642,Sete,FR,43.4018,3.6966,51.94,81,97,1.79,overcast clouds
643,Sault Sainte Marie,CA,46.5168,-84.3333,39.88,75,90,4.61,overcast clouds
644,Winfield,US,37.2398,-96.9956,60.55,47,1,4.61,clear sky
645,Tiarei,PF,-17.5333,-149.3333,87.82,68,2,15.35,clear sky
646,Harwich,GB,51.9419,1.2844,50.56,84,90,5.99,overcast clouds
647,Montijo,PT,38.7067,-8.9739,58.69,97,40,5.75,light rain
648,Mtambile,TZ,-5.3833,39.7,78.24,78,57,7.65,broken clouds
649,Cheney,US,47.4874,-117.5758,37.78,90,90,0.0,overcast clouds
650,Sterling,US,39.0062,-77.4286,46.54,57,75,8.01,broken clouds
651,Bani,DO,18.2833,-70.3333,85.44,73,84,10.63,broken clouds
652,Brigham City,US,41.5102,-112.0155,48.92,53,1,1.01,clear sky
653,Shenjiamen,CN,29.9576,122.298,63.28,82,55,4.05,broken clouds
654,Campos Belos,BR,-13.0367,-46.7717,75.92,74,80,1.19,broken clouds
655,Jasper,US,37.2001,-94.3502,62.82,42,1,1.01,clear sky
656,Camacari,BR,-12.6975,-38.3242,80.37,80,98,8.7,overcast clouds
657,Valley City,US,46.9233,-98.0032,43.79,48,1,9.22,clear sky
658,Vire,FR,48.9167,-0.8333,43.99,95,98,3.02,overcast clouds
659,Enshi,CN,30.3,109.4833,55.67,96,100,1.57,overcast clouds
660,Kenai,US,60.5544,-151.2583,15.15,79,1,13.8,clear sky
661,Mantua,IT,45.1667,10.7833,47.82,91,10,5.01,clear sky
662,Draguignan,FR,43.5333,6.4667,55.8,83,0,4.61,clear sky
663,Omboue,GA,-1.5746,9.2618,76.24,93,100,5.68,moderate rain
664,Henties Bay,NA,-22.116,14.2845,59.86,95,19,6.04,few clouds
665,Preobrazheniye,RU,42.9019,133.9064,35.29,61,87,5.79,overcast clouds
666,Micheweni,TZ,-4.9667,39.8333,78.55,79,100,7.36,overcast clouds
667,Paso De Carrasco,UY,-34.8603,-56.0522,79.25,50,0,6.91,clear sky
668,Kurilsk,RU,45.2333,147.8833,35.15,85,100,17.36,light rain
669,Bend,US,44.0582,-121.3153,50.47,35,1,1.99,clear sky
